step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
623,CASH_OUT,296157,C1706729494,296157,0,C1382749859,1385822,1681979,1,0
623,TRANSFER,58051,C1136541649,58051,0,C667841585,0,0,1,0
623,TRANSFER,67128,C499091192,67128,0,C871329563,0,0,1,0
623,TRANSFER,296157,C801116845,296157,0,C177042308,0,0,1,0
624,CASH_OUT,24366,C1479830551,24366,0,C956072695,8949,33316,1,0
624,CASH_OUT,69913,C1854018757,69913,0,C766040403,13393301,13463213,1,0
624,CASH_OUT,932304,C1535615652,932304,0,C683421609,365545,1297849,1,0
624,CASH_OUT,2626958,C1966432997,2626958,0,C966982427,882528,3509485,1,0
624,CASH_OUT,10000000,C689619787,10000000,0,C1481530015,24439,10024439,1,0
624,TRANSFER,24366,C113775713,24366,0,C405489983,0,0,1,0
624,TRANSFER,69913,C301833514,69913,0,C1887464213,0,0,1,0
624,TRANSFER,932304,C626900726,932304,0,C556594745,0,0,1,0
624,TRANSFER,2626958,C723019595,2626958,0,C296287576,0,0,1,0
624,TRANSFER,10000000,C1874951604,12626958,0,C72573471,0,0,1,0
625,CASH_OUT,20279,C1747133660,20279,0,C1277670542,12455,32733,1,0
625,CASH_OUT,58924,C1141510718,58924,0,C1321586264,0,58924,1,0
625,CASH_OUT,249749,C1809515003,249749,0,C1837079929,0,249749,1,0
625,CASH_OUT,259103,C1848705400,259103,0,C828264154,15447,274550,1,0
625,CASH_OUT,367631,C1668210142,367631,0,C618305910,0,367631,1,0
625,CASH_OUT,1040303,C605725215,1040303,0,C774151171,1794359,2834663,1,0
625,CASH_OUT,2480322,C1159822355,2480322,0,C402103077,42477,2522799,1,0
625,CASH_OUT,2571605,C780905436,2571605,0,C1532638647,7177484,9749089,1,0
625,CASH_OUT,2654302,C2084273569,2654302,0,C1817408357,1429771,4084073,1,0
625,CASH_OUT,3020975,C1499479163,3020975,0,C1579821297,943032,3964007,1,0
625,CASH_OUT,6870370,C962232328,6870370,0,C1481177013,0,6870370,1,0
625,CASH_OUT,10000000,C138482312,10000000,0,C1166027089,2160859,12160859,1,0
625,TRANSFER,20279,C251649722,20279,0,C1591313088,0,0,1,0
625,TRANSFER,58924,C475096619,58924,0,C1365777468,0,0,1,0
625,TRANSFER,249749,C2136238029,249749,0,C1843224503,0,0,1,0
625,TRANSFER,259103,C1860471678,259103,0,C949934281,0,0,1,0
625,TRANSFER,367631,C1509481580,367631,0,C455153716,0,0,1,0
625,TRANSFER,1040303,C1802530107,1040303,0,C84195630,0,0,1,0
625,TRANSFER,2480322,C1189052930,2480322,0,C1217650717,0,0,1,0
625,TRANSFER,2571605,C991826252,2571605,0,C2045424554,0,0,1,0
625,TRANSFER,2654302,C286057800,2654302,0,C1593401972,0,0,1,0
625,TRANSFER,3020975,C2115080301,3020975,0,C834247001,0,0,1,0
625,TRANSFER,6870370,C1056784519,6870370,0,C489344681,0,0,1,0
625,TRANSFER,10000000,C1179529142,13020975,0,C2073831661,0,0,1,0
626,CASH_OUT,32382,C619482373,32382,0,C1978751367,0,32382,1,0
626,CASH_OUT,44577,C259533000,44577,0,C2027781406,61299,105876,1,0
626,CASH_OUT,55740,C931224089,55740,0,C1157817503,1659141,1714882,1,0
626,TRANSFER,32382,C419450286,32382,0,C1968828091,0,0,1,0
626,TRANSFER,44577,C2086578644,44577,0,C811242646,0,0,1,0
626,TRANSFER,55740,C1190793859,55740,0,C31746489,0,0,1,0
627,CASH_OUT,953530,C969013741,953530,0,C782712589,0,953530,1,0
627,CASH_OUT,2756012,C1736184082,2756012,0,C1711138117,148472,2904483,1,0
627,TRANSFER,953530,C943173894,953530,0,C771063877,0,0,1,0
627,TRANSFER,2756012,C484256849,2756012,0,C1955850901,0,0,1,0
628,CASH_OUT,99165,C1168340170,99165,0,C329394492,58926,158091,1,0
628,CASH_OUT,385207,C220460934,385207,0,C475338087,0,385207,1,0
628,CASH_OUT,709951,C1251020592,709951,0,C723136317,0,709951,1,0
628,TRANSFER,99165,C334746460,99165,0,C603653180,0,0,1,0
628,TRANSFER,385207,C1182722918,385207,0,C820606859,0,0,1,0
628,TRANSFER,709951,C1239512802,709951,0,C1688563256,0,0,1,0
629,CASH_OUT,1650,C1176430814,1650,0,C237441697,0,1650,1,0
629,CASH_OUT,7923,C1629313873,7923,0,C215301926,0,7923,1,0
629,CASH_OUT,19527,C1108495258,19527,0,C337759992,676072,695600,1,0
629,CASH_OUT,93884,C1879397053,93884,0,C298210338,1439276,1533160,1,0
629,CASH_OUT,114254,C1773596823,114254,0,C1066960436,0,114254,1,0
629,CASH_OUT,547672,C969404866,547672,0,C1342571272,241649,789321,1,0
629,CASH_OUT,892214,C1720879880,892214,0,C591861774,775015,1667229,1,0
629,CASH_OUT,1051018,C1501559955,1051018,0,C1221134387,0,1051018,1,0
629,CASH_OUT,2433009,C1384976980,2433009,0,C1778202045,0,2433009,1,0
629,CASH_OUT,8488866,C1770565614,8488866,0,C863370612,0,8488866,1,0
629,TRANSFER,1650,C640732216,1650,0,C14104285,0,0,1,0
629,TRANSFER,7923,C329603302,7923,0,C1896146009,0,0,1,0
629,TRANSFER,19527,C1230919219,19527,0,C419372717,0,0,1,0
629,TRANSFER,93884,C1105988166,93884,0,C217954795,0,0,1,0
629,TRANSFER,114254,C731677275,114254,0,C1959262781,0,0,1,0
629,TRANSFER,547672,C1661851556,547672,0,C1014616442,0,0,1,0
629,TRANSFER,892214,C203112109,892214,0,C1034010238,0,0,1,0
629,TRANSFER,1051018,C1597001558,1051018,0,C1628780736,0,0,1,0
629,TRANSFER,2433009,C43243271,2433009,0,C1042226944,0,0,1,0
629,TRANSFER,8488866,C2072377567,8488866,0,C816064707,0,0,1,0
630,CASH_OUT,17484,C1934743531,17484,0,C1197685595,0,17484,1,0
630,CASH_OUT,728256,C71817191,728256,0,C1195588352,739449,1467705,1,0
630,TRANSFER,17484,C1843342943,17484,0,C1534517303,0,0,1,0
630,TRANSFER,728256,C586820687,728256,0,C925691503,0,0,1,0
631,CASH_OUT,341,C667213533,341,0,C1882416081,135440,135782,1,0
631,CASH_OUT,696575,C120775344,696575,0,C188876260,0,696575,1,0
631,CASH_OUT,952234,C630422228,952234,0,C2009843941,0,952234,1,0
631,CASH_OUT,2391612,C2115055382,2391612,0,C1884304223,7064207,9455819,1,0
631,CASH_OUT,3120691,C384250623,3120691,0,C2002380893,3881445,7002136,1,0
631,CASH_OUT,10000000,C256835090,10000000,0,C1369253515,1852708,11852708,1,0
631,TRANSFER,341,C1952829902,341,0,C1360897728,0,0,1,0
631,TRANSFER,696575,C492478003,696575,0,C29466655,0,0,1,0
631,TRANSFER,952234,C606108347,952234,0,C357620620,0,0,1,0
631,TRANSFER,2391612,C1856399120,2391612,0,C2129842228,0,0,1,0
631,TRANSFER,3120691,C681359586,3120691,0,C536531552,0,0,1,0
631,TRANSFER,10000000,C2018514833,13120691,0,C784234900,0,0,1,0
632,CASH_OUT,52541,C2040719079,52541,0,C1305749769,0,52541,1,0
632,CASH_OUT,82210,C385209439,82210,0,C815628563,841368,923577,1,0
632,CASH_OUT,407348,C1732833995,407348,0,C80156835,3247567,3654915,1,0
632,CASH_OUT,480404,C6427083,480404,0,C1751510346,40565,520969,1,0
632,TRANSFER,52541,C174237554,52541,0,C974759486,0,0,1,0
632,TRANSFER,82210,C2014216295,82210,0,C2066467731,0,0,1,0
632,TRANSFER,407348,C1538572034,407348,0,C2019715796,0,0,1,0
632,TRANSFER,480404,C1962729026,480404,0,C1853051693,0,0,1,0
633,CASH_OUT,75480,C1211718725,75480,0,C1538735,0,75480,1,0
633,CASH_OUT,125107,C1400028457,125107,0,C1683701941,0,125107,1,0
633,CASH_OUT,405400,C134085656,405400,0,C1027510242,707012,1112412,1,0
633,CASH_OUT,4128854,C2094498681,4128854,0,C72348796,13982779,18111633,1,0
633,TRANSFER,75480,C1749493036,75480,0,C1609209169,0,0,1,0
633,TRANSFER,125107,C2008189700,125107,0,C1820507846,0,0,1,0
633,TRANSFER,405400,C2129660302,405400,0,C770221962,0,0,1,0
633,TRANSFER,4128854,C1152970909,4128854,0,C648717098,0,0,1,0
634,CASH_OUT,26154,C129898759,26154,0,C127351954,0,26154,1,0
634,CASH_OUT,114864,C208900966,114864,0,C2041696205,0,114864,1,0
634,CASH_OUT,215299,C1776720234,215299,0,C1185292292,625775,841074,1,0
634,CASH_OUT,458603,C805258361,458603,0,C791884678,118881,577484,1,0
634,CASH_OUT,9168748,C2104655508,9168748,0,C1149132986,332348,9501096,1,0
634,TRANSFER,26154,C1763793632,26154,0,C1611752752,0,0,1,0
634,TRANSFER,114864,C386742886,114864,0,C758149808,0,0,1,0
634,TRANSFER,215299,C2040450460,215299,0,C1735529317,0,0,1,0
634,TRANSFER,458603,C1922018955,458603,0,C1621235594,0,0,1,0
634,TRANSFER,9168748,C183711980,9168748,0,C987041812,0,0,1,0
635,CASH_OUT,13128,C276282396,13128,0,C1882040140,293704,306833,1,0
635,CASH_OUT,182739,C1691189343,182739,0,C654896050,2520763,2703503,1,0
635,CASH_OUT,344673,C87393659,344673,0,C1571788325,0,344673,1,0
635,CASH_OUT,438395,C1562094367,438395,0,C126693066,0,438395,1,0
635,CASH_OUT,568918,C139275925,568918,0,C651397987,0,568918,1,0
635,CASH_OUT,580010,C764461588,580010,0,C229248681,41888,621898,1,0
635,CASH_OUT,1363674,C1928734777,1363674,0,C31164156,0,1363674,1,0
635,CASH_OUT,1387048,C1387295459,1387048,0,C1232695275,3551645,4938693,1,0
635,TRANSFER,13128,C1401151925,13128,0,C690360356,0,0,1,0
635,TRANSFER,182739,C1687063682,182739,0,C451391923,0,0,1,0
635,TRANSFER,344673,C672095034,344673,0,C1541306928,0,0,1,0
635,TRANSFER,438395,C1982875567,438395,0,C458044692,0,0,1,0
635,TRANSFER,568918,C1564763592,568918,0,C516990655,0,0,1,0
635,TRANSFER,580010,C1797123067,580010,0,C1963008787,0,0,1,0
635,TRANSFER,1363674,C1873557326,1363674,0,C1002151702,0,0,1,0
635,TRANSFER,1387048,C1020800306,1387048,0,C2090609585,0,0,1,0
636,CASH_OUT,89657,C988422154,89657,0,C1638592349,4157080,4246738,1,0
636,CASH_OUT,146096,C417197262,146096,0,C1598093158,0,146096,1,0
636,CASH_OUT,222517,C131696791,222517,0,C1282495156,130581,353098,1,0
636,CASH_OUT,654251,C1137855045,654251,0,C349558333,1218721,1872972,1,0
636,CASH_OUT,729078,C1723552410,729078,0,C1531239198,44848,773927,1,0
636,CASH_OUT,1455840,C487085645,1455840,0,C576388440,149699,1605538,1,0
636,TRANSFER,89657,C136634417,89657,0,C209740901,0,0,1,0
636,TRANSFER,146096,C1225529288,146096,0,C1204122756,0,0,1,0
636,TRANSFER,222517,C1817714534,222517,0,C1843295387,0,0,1,0
636,TRANSFER,654251,C440042528,654251,0,C1075308511,0,0,1,0
636,TRANSFER,729078,C1326188637,729078,0,C1097922403,0,0,1,0
636,TRANSFER,1455840,C357561283,1455840,0,C1197582921,0,0,1,0
637,CASH_OUT,48606,C1975630397,48606,0,C1563301759,1263444,1312049,1,0
637,CASH_OUT,58522,C1994097574,58522,0,C1963548176,0,58522,1,0
637,CASH_OUT,107246,C172453788,107246,0,C390359674,0,107246,1,0
637,CASH_OUT,246280,C278640000,246280,0,C1848818372,2176735,2423015,1,0
637,CASH_OUT,447475,C1711336185,447475,0,C995717060,0,447475,1,0
637,CASH_OUT,3845765,C2141919864,3845765,0,C1371101627,0,3845765,1,0
637,TRANSFER,48606,C1685971043,48606,0,C1679848510,0,0,1,0
637,TRANSFER,58522,C1367937262,58522,0,C407576849,0,0,1,0
637,TRANSFER,107246,C1311270979,107246,0,C1050312634,0,0,1,0
637,TRANSFER,246280,C1198680659,246280,0,C2025541637,0,0,1,0
637,TRANSFER,447475,C2075459960,447475,0,C515022418,0,0,1,0
637,TRANSFER,3845765,C196788126,3845765,0,C1000407130,0,0,1,0
638,CASH_OUT,43997,C103861454,43997,0,C1002939134,808284,852281,1,0
638,CASH_OUT,134293,C146779092,134293,0,C2005939725,5256423,5390716,1,0
638,CASH_OUT,249018,C1688050315,249018,0,C406482973,192110,441128,1,0
638,CASH_OUT,345116,C1587485060,345116,0,C1268840633,249637,594753,1,0
638,CASH_OUT,1559541,C1776782746,1559541,0,C915520756,100483,1660024,1,0
638,CASH_OUT,5101856,C2134692608,5101856,0,C775400277,145922,5247778,1,0
638,CASH_OUT,7788725,C1897380922,7788725,0,C966109219,26829584,34618309,1,0
638,TRANSFER,43997,C856398760,43997,0,C776566815,0,0,1,0
638,TRANSFER,134293,C1081458588,134293,0,C633958769,0,0,1,0
638,TRANSFER,249018,C682034633,249018,0,C650703118,0,0,1,0
638,TRANSFER,345116,C1604322396,345116,0,C1515434916,0,0,1,0
638,TRANSFER,1559541,C485713115,1559541,0,C1786870760,0,0,1,0
638,TRANSFER,5101856,C918684226,5101856,0,C1674571647,0,0,1,0
638,TRANSFER,7788725,C1474481275,7788725,0,C955662088,0,0,1,0
639,CASH_OUT,45890,C964390275,45890,0,C448797974,3851863,3897754,1,0
639,CASH_OUT,49199,C929319226,49199,0,C1153867548,0,49199,1,0
639,CASH_OUT,208253,C975798201,208253,0,C1514143343,500417,708670,1,0
639,CASH_OUT,246251,C2080432617,246251,0,C1212610718,270734,516985,1,0
639,CASH_OUT,305846,C240039250,305846,0,C1194562767,0,305846,1,0
639,CASH_OUT,349628,C432374768,349628,0,C1055938470,0,349628,1,0
639,CASH_OUT,711933,C224350249,711933,0,C1555994470,20563,732496,1,0
639,TRANSFER,45890,C541466200,45890,0,C1815388266,0,0,1,0
639,TRANSFER,49199,C1187062508,49199,0,C477677741,0,0,1,0
639,TRANSFER,208253,C264677298,208253,0,C1391038998,0,0,1,0
639,TRANSFER,246251,C187250365,246251,0,C1147976411,0,0,1,0
639,TRANSFER,305846,C1966738869,305846,0,C248194392,0,0,1,0
639,TRANSFER,349628,C246515037,349628,0,C1455585247,0,0,1,0
639,TRANSFER,711933,C1372327870,711933,0,C608537873,0,0,1,0
640,CASH_OUT,40868,C1092813707,40868,0,C769266186,0,40868,1,0
640,CASH_OUT,46974,C1388934597,46974,0,C1218759117,0,46974,1,0
640,CASH_OUT,49872,C981772775,49872,0,C49776683,500872,550744,1,0
640,CASH_OUT,87698,C1218269262,87698,0,C559467589,237454,325153,1,0
640,CASH_OUT,144255,C1758075827,144255,0,C359739038,128530,272785,1,0
640,CASH_OUT,1266753,C1349492818,1266753,0,C831536312,0,1266753,1,0
640,CASH_OUT,1732090,C1842845711,1732090,0,C2019281736,998648,2730738,1,0
640,TRANSFER,40868,C92605772,40868,0,C296814369,0,0,1,0
640,TRANSFER,46974,C1365004104,46974,0,C724484152,0,0,1,0
640,TRANSFER,49872,C1236485428,49872,0,C1412551637,0,0,1,0
640,TRANSFER,87698,C1054999314,87698,0,C2115677481,0,0,1,0
640,TRANSFER,144255,C372542470,144255,0,C1271215958,0,0,1,0
640,TRANSFER,1266753,C723906274,1266753,0,C1934229125,0,0,1,0
640,TRANSFER,1732090,C1731441733,1732090,0,C1865669810,0,0,1,0
641,CASH_OUT,2206,C1938167452,2206,0,C700621528,262953,265159,1,0
641,CASH_OUT,19646,C585116119,19646,0,C275095873,0,19646,1,0
641,CASH_OUT,115599,C649566267,115599,0,C1937119864,2621089,2736688,1,0
641,CASH_OUT,2666140,C1114344238,2666140,0,C1868182822,1193425,3859565,1,0
641,CASH_OUT,2938833,C821430696,2938833,0,C187106136,0,2938833,1,0
641,TRANSFER,2206,C25477587,2206,0,C234682668,0,0,1,0
641,TRANSFER,19646,C948701373,19646,0,C1700955983,0,0,1,0
641,TRANSFER,115599,C615237336,115599,0,C418577182,0,0,1,0
641,TRANSFER,2666140,C18505575,2666140,0,C140141487,0,0,1,0
641,TRANSFER,2938833,C764985389,2938833,0,C1105589576,0,0,1,0
642,CASH_OUT,20281,C1585523750,20281,0,C1744383627,85764,106046,1,0
642,CASH_OUT,32661,C460303753,32661,0,C1656286463,0,32661,1,0
642,CASH_OUT,330665,C1938184125,330665,0,C88359761,751482,1082147,1,0
642,CASH_OUT,450060,C898755281,450060,0,C562356670,100205,550266,1,0
642,TRANSFER,20281,C139028296,20281,0,C1429403173,0,0,1,0
642,TRANSFER,32661,C1547797101,32661,0,C1070729572,0,0,1,0
642,TRANSFER,330665,C858235429,330665,0,C1542396636,0,0,1,0
642,TRANSFER,450060,C680982592,450060,0,C1213851559,0,0,1,0
643,CASH_OUT,1707,C933301215,1707,0,C306147226,0,1707,1,0
643,CASH_OUT,40652,C459709989,40652,0,C632646357,1737063,1777715,1,0
643,CASH_OUT,44482,C611589726,44482,0,C1052510610,0,44482,1,0
643,CASH_OUT,161147,C856811510,161147,0,C187881338,0,161147,1,0
643,CASH_OUT,352180,C1338415821,352180,0,C1852367071,350816,702996,1,0
643,CASH_OUT,3092085,C331136549,3092085,0,C447175296,120913,3212999,1,0
643,CASH_OUT,4222595,C4856718,4222595,0,C488060391,0,4222595,1,0
643,TRANSFER,1707,C876539224,1707,0,C1530583472,0,0,1,0
643,TRANSFER,40652,C1619881995,40652,0,C293156526,0,0,1,0
643,TRANSFER,44482,C409367795,44482,0,C1969995735,0,0,1,0
643,TRANSFER,161147,C215087680,161147,0,C2112991793,0,0,1,0
643,TRANSFER,352180,C964511313,352180,0,C2000898325,0,0,1,0
643,TRANSFER,3092085,C1658683875,3092085,0,C137816170,0,0,1,0
643,TRANSFER,4222595,C796012531,4222595,0,C848830970,0,0,1,0
644,CASH_OUT,70669,C889625469,70669,0,C778459251,1610180,1680849,1,0
644,CASH_OUT,228752,C896934166,228752,0,C1065611861,702234,930986,1,0
644,CASH_OUT,513611,C786682293,513611,0,C995315551,954248,1467859,1,0
644,CASH_OUT,628034,C583549280,628034,0,C1565397957,1608907,2236940,1,0
644,CASH_OUT,4438932,C694579714,4438932,0,C672316377,20067,4458999,1,0
644,TRANSFER,70669,C1174372985,70669,0,C770656459,0,0,1,0
644,TRANSFER,228752,C1886391505,228752,0,C137422698,0,0,1,0
644,TRANSFER,513611,C2054490083,513611,0,C469157358,0,0,1,0
644,TRANSFER,628034,C461413843,628034,0,C1733340039,0,0,1,0
644,TRANSFER,4438932,C594373709,4438932,0,C2071706455,0,0,1,0
645,CASH_OUT,21991,C1079650146,21991,0,C429196571,0,21991,1,0
645,CASH_OUT,214761,C219928629,214761,0,C1845454349,151606,366366,1,0
645,CASH_OUT,326251,C1592906945,326251,0,C379003317,84000,410250,1,0
645,CASH_OUT,1576874,C1029506944,1576874,0,C1873712086,0,1576874,1,0
645,CASH_OUT,10000000,C276347571,10000000,0,C1823815645,0,10000000,1,0
645,TRANSFER,21991,C367940440,21991,0,C166648181,0,0,1,0
645,TRANSFER,214761,C1925284457,214761,0,C2048290400,0,0,1,0
645,TRANSFER,326251,C193546785,326251,0,C214988457,0,0,1,0
645,TRANSFER,1576874,C1859428383,1576874,0,C1424577358,0,0,1,0
645,TRANSFER,10000000,C799225890,11576874,0,C478771313,0,0,1,0
646,CASH_OUT,0,C1997645312,0,0,C601248796,0,0,1,0
646,CASH_OUT,0,C2060908932,0,0,C1587892888,0,0,1,0
646,CASH_OUT,43072,C1262709265,43072,0,C1378862826,21624,64696,1,0
646,CASH_OUT,568293,C1541348158,568293,0,C264230226,0,568293,1,0
646,CASH_OUT,6468917,C1530429651,6468917,0,C188203281,35685,6504602,1,0
646,CASH_OUT,10000000,C1474911553,10000000,0,C503835851,332983,10332983,1,0
646,CASH_OUT,10000000,C352927410,10000000,0,C593822721,0,10000000,1,0
646,CASH_OUT,10000000,C409047240,10000000,0,C325570373,235170,10235170,1,0
646,CASH_OUT,10000000,C51318897,10000000,0,C259016801,0,10000000,1,0
646,CASH_OUT,10000000,C896022572,10000000,0,C1741236640,0,10000000,1,0
646,TRANSFER,43072,C1047530413,43072,0,C665289555,0,0,1,0
646,TRANSFER,399045,C724693370,10399045,0,C1909486199,0,0,1,1
646,TRANSFER,568293,C695109550,568293,0,C21214474,0,0,1,0
646,TRANSFER,6468917,C192639055,6468917,0,C63453823,0,0,1,0
646,TRANSFER,10000000,C130070267,40399045,0,C970791522,0,0,1,0
646,TRANSFER,10000000,C19004745,10399045,0,C1806199534,0,0,1,1
646,TRANSFER,10000000,C24775045,20399045,0,C494244936,0,0,1,0
646,TRANSFER,10000000,C382584608,16468917,0,C1129582294,0,0,1,0
646,TRANSFER,10000000,C512841143,30399045,0,C832210168,0,0,1,0
646,TRANSFER,10000000,C590657619,50399045,0,C1971187430,0,0,1,0
647,CASH_OUT,61846,C1010063091,61846,0,C2139077916,2094202,2156048,1,0
647,CASH_OUT,64203,C357338686,64203,0,C831722456,42467,106670,1,0
647,CASH_OUT,964877,C334503836,964877,0,C69373122,203741,1168618,1,0
647,CASH_OUT,1517771,C375476201,1517771,0,C1907987459,161843,1679615,1,0
647,CASH_OUT,2253811,C1631859649,2253811,0,C526945673,0,2253811,1,0
647,TRANSFER,61846,C1809717536,61846,0,C2035598878,0,0,1,0
647,TRANSFER,64203,C164529897,64203,0,C1837582167,0,0,1,0
647,TRANSFER,964877,C1995588993,964877,0,C1782972951,0,0,1,0
647,TRANSFER,1517771,C142345179,1517771,0,C1700658534,0,0,1,0
647,TRANSFER,2253811,C1918619369,2253811,0,C1942317737,0,0,1,0
648,CASH_OUT,17734,C2110950360,17734,0,C1146126166,4802660,4820393,1,0
648,CASH_OUT,27584,C641646944,27584,0,C951980885,0,27584,1,0
648,CASH_OUT,398046,C1228762616,398046,0,C596041250,0,398046,1,0
648,CASH_OUT,468638,C1409902854,468638,0,C1543232665,3070091,3538729,1,0
648,CASH_OUT,774868,C1516959235,774868,0,C1812639726,131877,906746,1,0
648,CASH_OUT,1005347,C845487324,1005347,0,C1150675695,227,1005574,1,0
648,CASH_OUT,1086227,C1878954477,1086227,0,C1745741148,1017456,2103683,1,0
648,TRANSFER,17734,C766999247,17734,0,C1200809974,0,0,1,0
648,TRANSFER,27584,C728363232,27584,0,C2023858069,0,0,1,0
648,TRANSFER,398046,C1389887414,398046,0,C452478400,0,0,1,0
648,TRANSFER,468638,C313989858,468638,0,C969680632,0,0,1,0
648,TRANSFER,774868,C174708557,774868,0,C1964948476,0,0,1,0
648,TRANSFER,1005347,C278258075,1005347,0,C28830193,0,0,1,0
648,TRANSFER,1086227,C1889568678,1086227,0,C1906681343,0,0,1,0
649,CASH_OUT,30675,C31510434,30675,0,C1809202550,326372,357047,1,0
649,CASH_OUT,150206,C347416384,150206,0,C636863555,0,150206,1,0
649,CASH_OUT,177429,C607706509,177429,0,C1138209414,26854,204283,1,0
649,CASH_OUT,733119,C1931992336,733119,0,C2013008658,2751164,3484283,1,0
649,CASH_OUT,963967,C164247053,963967,0,C5335612,0,963967,1,0
649,TRANSFER,30675,C1185407067,30675,0,C1105743477,0,0,1,0
649,TRANSFER,150206,C1014484059,150206,0,C1745685493,0,0,1,0
649,TRANSFER,177429,C1351652548,177429,0,C1346465513,0,0,1,0
649,TRANSFER,733119,C881360677,733119,0,C41986446,0,0,1,0
649,TRANSFER,963967,C333851574,963967,0,C1907611858,0,0,1,0
650,CASH_OUT,18982,C742545295,18982,0,C1776178192,2207296,2226278,1,0
650,CASH_OUT,50524,C1711085884,50524,0,C1148781766,0,50524,1,0
650,CASH_OUT,71667,C1927136049,71667,0,C267842927,83551,155218,1,0
650,CASH_OUT,230652,C821616305,230652,0,C1559145787,55064,285716,1,0
650,CASH_OUT,692654,C87360228,692654,0,C1275559183,0,692654,1,0
650,CASH_OUT,916886,C1180613420,916886,0,C1976314551,3233104,4149991,1,0
650,CASH_OUT,1264551,C1956698065,1264551,0,C1464410535,0,1264551,1,0
650,CASH_OUT,4480592,C631132881,4480592,0,C354729462,3244885,7725477,1,0
650,TRANSFER,18982,C536221830,18982,0,C659146767,0,0,1,0
650,TRANSFER,50524,C1539163115,50524,0,C49597857,0,0,1,0
650,TRANSFER,71667,C1545632149,71667,0,C1733725096,0,0,1,0
650,TRANSFER,230652,C1117030253,230652,0,C1682998072,0,0,1,0
650,TRANSFER,692654,C435003043,692654,0,C1552080163,0,0,1,0
650,TRANSFER,916886,C293694231,916886,0,C1212401014,0,0,1,0
650,TRANSFER,1264551,C1504697378,1264551,0,C1780665537,0,0,1,0
650,TRANSFER,4480592,C1190439284,4480592,0,C916277817,0,0,1,0
651,CASH_OUT,65495,C1340594574,65495,0,C1088639142,422253,487747,1,0
651,CASH_OUT,130777,C1641644327,130777,0,C1447531864,0,130777,1,0
651,CASH_OUT,595559,C917298078,595559,0,C979963361,5346086,5941645,1,0
651,CASH_OUT,2935953,C1884318665,2935953,0,C687662145,113270,3049223,1,0
651,CASH_OUT,9996887,C887830623,9996887,0,C1319987164,20430,10017316,1,0
651,TRANSFER,65495,C504273308,65495,0,C1723740840,0,0,1,0
651,TRANSFER,130777,C527353912,130777,0,C99611102,0,0,1,0
651,TRANSFER,595559,C554735206,595559,0,C1403855588,0,0,1,0
651,TRANSFER,2935953,C135132555,2935953,0,C409217818,0,0,1,0
651,TRANSFER,9996887,C429282035,9996887,0,C1318460385,0,0,1,0
652,CASH_OUT,80398,C1111928189,80398,0,C909134894,410069,490467,1,0
652,CASH_OUT,92043,C784347509,92043,0,C1769542876,3090723,3182766,1,0
652,CASH_OUT,258570,C205274654,258570,0,C1586846066,0,258570,1,0
652,CASH_OUT,740125,C1454952860,740125,0,C71447859,1382864,2122989,1,0
652,CASH_OUT,762783,C1357888616,762783,0,C1949432790,0,762783,1,0
652,CASH_OUT,2054632,C1916867562,2054632,0,C499193602,0,2054632,1,0
652,CASH_OUT,2911505,C1312139303,2911505,0,C1072804612,474059,3385564,1,0
652,TRANSFER,80398,C1839358501,80398,0,C1153377397,0,0,1,0
652,TRANSFER,92043,C1046754068,92043,0,C254188443,0,0,1,0
652,TRANSFER,258570,C1873532764,258570,0,C205442516,0,0,1,0
652,TRANSFER,740125,C2073636475,740125,0,C1794713001,0,0,1,0
652,TRANSFER,762783,C1580037772,762783,0,C1784796594,0,0,1,0
652,TRANSFER,2054632,C534774470,2054632,0,C304432488,0,0,1,0
652,TRANSFER,2911505,C1683729969,2911505,0,C557033420,0,0,1,0
653,CASH_OUT,120,C773613907,120,0,C1518370196,1183576,1183695,1,0
653,CASH_OUT,128440,C1893109609,128440,0,C1681867891,1424378,1552818,1,0
653,CASH_OUT,598427,C2106574163,598427,0,C408852113,46967,645394,1,0
653,CASH_OUT,940958,C655091661,940958,0,C1527942932,434098,1375056,1,0
653,TRANSFER,120,C1497766467,120,0,C543477940,0,0,1,0
653,TRANSFER,128440,C144389176,128440,0,C631598380,0,0,1,0
653,TRANSFER,598427,C652500321,598427,0,C430642994,0,0,1,0
653,TRANSFER,940958,C1563386305,940958,0,C2099892089,0,0,1,0
654,CASH_OUT,48712,C356205172,48712,0,C1034144865,258571,307283,1,0
654,CASH_OUT,114627,C857672087,114627,0,C1387515555,0,114627,1,0
654,CASH_OUT,668596,C835134180,668596,0,C57292104,72555,741150,1,0
654,CASH_OUT,1290225,C303493343,1290225,0,C1404739013,0,1290225,1,0
654,TRANSFER,48712,C1730244452,48712,0,C1093803514,0,0,1,0
654,TRANSFER,114627,C12780702,114627,0,C548495641,0,0,1,0
654,TRANSFER,668596,C2116089782,668596,0,C1859562706,0,0,1,0
654,TRANSFER,1290225,C296753895,1290225,0,C254269192,0,0,1,0
655,CASH_OUT,45759,C959463249,45759,0,C854630819,0,45759,1,0
655,CASH_OUT,253649,C1465089227,253649,0,C1608668742,0,253649,1,0
655,TRANSFER,45759,C454963917,45759,0,C1328313675,0,0,1,0
655,TRANSFER,253649,C1000036340,253649,0,C1958275811,0,0,1,0
